timestamp,protocol_name,src_ip,dst_ip,inner_proto_id,packet_size_bytes
2025-06-22 19:27:54,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:54,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:54,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:54,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:55,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:55,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:55,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:55,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:56,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:56,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:56,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:56,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:57,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:57,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:57,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:57,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:58,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:58,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:58,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:58,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:27:59,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:27:59,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:00,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:00,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:00,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:00,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:01,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:01,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:01,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:01,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:01,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:01,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:02,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:02,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:03,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:03,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:03,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:03,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:03,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:03,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:04,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:04,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:04,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:04,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:05,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:05,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:05,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:05,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:06,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:06,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:07,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:07,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:07,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:07,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:07,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:07,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:08,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:08,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:08,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:08,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:09,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:09,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:10,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:10,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:10,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:10,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:11,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:10,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:11,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:11,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:12,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:12,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:13,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:13,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:13,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:13,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:14,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:14,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:14,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:14,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:15,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:15,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:15,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:15,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:16,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:16,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:16,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:16,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:17,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:17,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:17,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:17,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:18,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:18,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:18,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:18,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:19,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:19,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:19,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:19,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:20,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:20,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:20,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:20,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:21,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:21,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:21,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:21,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:22,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:22,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:22,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:22,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:23,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:23,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:23,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:23,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:24,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:24,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:24,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:24,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:25,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:25,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:25,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:25,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:26,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:26,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:26,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:26,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:27,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:27,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:27,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:27,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:28,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:28,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:28,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:28,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:29,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:29,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:29,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:29,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:30,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:30,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:30,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:30,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:31,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:31,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:31,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:31,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:32,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:32,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:33,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:33,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:33,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:33,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:33,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:33,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:34,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:34,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:34,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:34,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:35,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:35,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:36,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:36,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:36,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:36,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:37,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:37,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:37,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:37,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:38,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:38,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:38,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:38,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:39,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:39,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:40,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:40,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:40,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:40,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:41,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:41,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:41,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:41,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:42,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:42,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:42,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:42,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:43,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:43,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:43,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:43,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:44,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:44,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:44,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:44,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:45,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:45,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:45,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:45,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:46,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:46,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:46,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:46,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:47,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:47,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:47,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:47,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:48,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:48,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:48,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:48,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:49,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:49,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:49,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:49,IPv4,8.8.8.8,172.31.66.101,1,84
2025-06-22 19:28:50,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:50,IPv4,172.31.66.101,8.8.8.8,1,84
2025-06-22 19:28:50,IPv4,8.8.8.8,172.31.66.101,1,84
